images,pilltype_id,label_code_id,prod_code_id,is_ref,is_front,is_new,image_path,label_full,label
2152.jpg,00093-5118-98_452D2299,93,5118,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2152.jpg,00093-5118-98_452D2299,00093-5118-98
2153.jpg,51285-0080-70_442FA21D,51285,80,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2153.jpg,51285-0080-70_442FA21D,51285-0080-70
2154.jpg,50111-0469-01_46302371,50111,469,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2154.jpg,50111-0469-01_46302371,50111-0469-01
2155.jpg,00555-1055-86_E33071D3,555,1055,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2155.jpg,00555-1055-86_E33071D3,00555-1055-86
2157.jpg,63459-0215-30_D11C6893,63459,215,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2157.jpg,63459-0215-30_D11C6893,63459-0215-30
2158.jpg,00093-3167-53_10270828,93,3167,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2158.jpg,00093-3167-53_10270828,00093-3167-53
2159.jpg,00078-0359-34_EC15765B,78,359,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2159.jpg,00078-0359-34_EC15765B,00078-0359-34
216.jpg,00093-0688-01_3229995C,93,688,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/216.jpg,00093-0688-01_3229995C,00093-0688-01
2161.jpg,00172-4280-60_8F21C7EE,172,4280,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2161.jpg,00172-4280-60_8F21C7EE,00172-4280-60
2162.jpg,00093-0657-01_302B1808,93,657,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2162.jpg,00093-0657-01_302B1808,00093-0657-01
2164.jpg,00093-0011-98_2829944C,93,11,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2164.jpg,00093-0011-98_2829944C,00093-0011-98
2165.jpg,64764-0805-30_191C8C94,64764,805,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2165.jpg,64764-0805-30_191C8C94,64764-0805-30
2166.jpg,00093-2929-01_E52972BB,93,2929,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2166.jpg,00093-2929-01_E52972BB,00093-2929-01
2167.jpg,51285-0595-02_EE2FF76F,51285,595,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2167.jpg,51285-0595-02_EE2FF76F,51285-0595-02
2169.jpg,00378-1125-01_7E203F41,378,1125,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2169.jpg,00378-1125-01_7E203F41,00378-1125-01
217.jpg,00093-4029-01_272713C8,93,4029,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/217.jpg,00093-4029-01_272713C8,00093-4029-01
2170.jpg,00093-7167-98_6129B0CD,93,7167,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2170.jpg,00093-7167-98_6129B0CD,00093-7167-98
2171.jpg,00378-0218-01_BF205FB2,378,218,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2171.jpg,00378-0218-01_BF205FB2,00378-0218-01
2172.jpg,51285-0080-70_442FA21D,51285,80,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2172.jpg,51285-0080-70_442FA21D,51285-0080-70
2174.jpg,50111-0648-01_6E303721,50111,648,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2174.jpg,50111-0648-01_6E303721,50111-0648-01
2175.jpg,39822-0205-01_7F1C3FB1,39822,205,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2175.jpg,39822-0205-01_7F1C3FB1,39822-0205-01
2176.jpg,12496-1283-02_281D940C,12496,1283,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2176.jpg,12496-1283-02_281D940C,12496-1283-02
2177.jpg,00378-0183-01_95204A82,378,183,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2177.jpg,00378-0183-01_95204A82,00378-0183-01
2178.jpg,00093-5050-06_992D4C9A,93,5050,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2178.jpg,00093-5050-06_992D4C9A,00093-5050-06
2179.jpg,00093-4234-01_292D1488,93,4234,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2179.jpg,00093-4234-01_292D1488,00093-4234-01
218.jpg,00093-4059-53_FD2D7EDB,93,4059,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/218.jpg,00093-4059-53_FD2D7EDB,00093-4059-53
2182.jpg,00172-4096-60_5C232E79,172,4096,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2182.jpg,00172-4096-60_5C232E79,00172-4096-60
2183.jpg,59762-5021-01_19230CB8,59762,5021,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2183.jpg,59762-5021-01_19230CB8,59762-5021-01
2185.jpg,00093-7366-56_B12FD8DE,93,7366,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2185.jpg,00093-7366-56_B12FD8DE,00093-7366-56
2186.jpg,27437-0201-08_B51D5AAA,27437,201,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2186.jpg,27437-0201-08_B51D5AAA,27437-0201-08
2187.jpg,00093-7116-98_6F2BB79D,93,7116,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2187.jpg,00093-7116-98_6F2BB79D,00093-7116-98
2189.jpg,00093-2272-34_DD2D6EBB,93,2272,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2189.jpg,00093-2272-34_DD2D6EBB,00093-2272-34
219.jpg,68968-3500-01_581E2C71,68968,3500,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/219.jpg,68968-3500-01_581E2C71,68968-3500-01
2190.jpg,65597-0701-18_AD1DD6FE,65597,701,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2190.jpg,65597-0701-18_AD1DD6FE,65597-0701-18
2191.jpg,00093-2075-01_C326E187,93,2075,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2191.jpg,00093-2075-01_C326E187,00093-2075-01
2194.jpg,54092-0517-02_D715EBBF,54092,517,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2194.jpg,54092-0517-02_D715EBBF,54092-0517-02
2195.jpg,52544-0291-28_5C1E2E51,52544,291,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2195.jpg,52544-0291-28_5C1E2E51,52544-0291-28
2197.jpg,00093-0058-01_00280060,93,58,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2197.jpg,00093-0058-01_00280060,00093-0058-01
2198.jpg,00093-7326-01_812D40CA,93,7326,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2198.jpg,00093-7326-01_812D40CA,00093-7326-01
22.jpg,00093-1044-01_B229D97E,93,1044,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/22.jpg,00093-1044-01_B229D97E,00093-1044-01
220.jpg,65862-0054-30_C12160FB,65862,54,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/220.jpg,65862-0054-30_C12160FB,65862-0054-30
2200.jpg,00093-4067-01_CE26E757,93,4067,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2200.jpg,00093-4067-01_CE26E757,00093-4067-01
2201.jpg,00093-1003-01_B326D9D6,93,1003,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2201.jpg,00093-1003-01_B326D9D6,00093-1003-01
2202.jpg,00378-0501-01_CA21657B,378,501,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2202.jpg,00378-0501-01_CA21657B,00378-0501-01
2204.jpg,00555-9012-58_762FBB3D,555,9012,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2204.jpg,00555-9012-58_762FBB3D,00555-9012-58
2205.jpg,00527-1413-01_F420FA37,527,1413,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2205.jpg,00527-1413-01_F420FA37,00527-1413-01
2206.jpg,00378-2076-01_5A23AD6D,378,2076,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2206.jpg,00378-2076-01_5A23AD6D,00378-2076-01
2207.jpg,00781-5187-01_34239A1C,781,5187,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2207.jpg,00781-5187-01_34239A1C,00781-5187-01
2208.jpg,00093-7206-56_9F2FCFDE,93,7206,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2208.jpg,00093-7206-56_9F2FCFDE,00093-7206-56
2209.jpg,00173-0949-55_3219995C,173,949,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2209.jpg,00173-0949-55_3219995C,00173-0949-55
221.jpg,50111-0787-66_C42FE26F,50111,787,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/221.jpg,50111-0787-66_C42FE26F,50111-0787-66
2211.jpg,00093-7370-01_C419623B,93,7370,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2211.jpg,00093-7370-01_C419623B,00093-7370-01
2212.jpg,00093-7114-98_8A2BC51E,93,7114,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2212.jpg,00093-7114-98_8A2BC51E,00093-7114-98
2213.jpg,51285-0083-70_2E2F970C,51285,83,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2213.jpg,51285-0083-70_2E2F970C,51285-0083-70
2216.jpg,00378-0152-01_3D231E88,378,152,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2216.jpg,00378-0152-01_3D231E88,00378-0152-01
2217.jpg,00603-5771-21_38231C78,603,5771,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2217.jpg,00603-5771-21_38231C78,00603-5771-21
2219.jpg,00603-5438-21_B0265872,603,5438,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2219.jpg,00603-5438-21_B0265872,00603-5438-21
222.jpg,00172-4366-60_7F26BFF5,172,4366,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/222.jpg,00172-4366-60_7F26BFF5,00172-4366-60
2220.jpg,00378-2625-01_CE23E72F,378,2625,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2220.jpg,00378-2625-01_CE23E72F,00378-2625-01
2221.jpg,00093-4336-01_CA2DE50F,93,4336,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2221.jpg,00093-4336-01_CA2DE50F,00093-4336-01
2223.jpg,00378-1821-01_4D23A6AD,378,1821,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2223.jpg,00378-1821-01_4D23A6AD,00378-1821-01
2224.jpg,00093-5712-01_242B924C,93,5712,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2224.jpg,00093-5712-01_242B924C,00093-5712-01
2225.jpg,50111-0328-01_55212A99,50111,328,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2225.jpg,50111-0328-01_55212A99,50111-0328-01
2226.jpg,00185-0124-01_AA23551A,185,124,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2226.jpg,00185-0124-01_AA23551A,00185-0124-01
2227.jpg,00093-7243-06_7B293DD9,93,7243,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2227.jpg,00093-7243-06_7B293DD9,00093-7243-06
2228.jpg,00555-1883-02_92324902,555,1883,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2228.jpg,00555-1883-02_92324902,00555-1883-02
2229.jpg,50111-0327-01_253012F0,50111,327,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2229.jpg,50111-0327-01_253012F0,50111-0327-01
223.jpg,00093-7247-06_7329B9CD,93,7247,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/223.jpg,00093-7247-06_7329B9CD,00093-7247-06
2231.jpg,51672-4032-01_E52672E3,51672,4032,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2231.jpg,51672-4032-01_E52672E3,51672-4032-01
2234.jpg,68180-0480-01_0A21855C,68180,480,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2234.jpg,68180-0480-01_0A21855C,68180-0480-01
2235.jpg,51285-0692-02_8A2F454A,51285,692,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2235.jpg,51285-0692-02_8A2F454A,51285-0692-02
2236.jpg,65862-0052-30_E522F2D7,65862,52,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2236.jpg,65862-0052-30_E522F2D7,65862-0052-30
2237.jpg,64679-0936-03_7E05BF4D,64679,936,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2237.jpg,64679-0936-03_7E05BF4D,64679-0936-03
224.jpg,00093-5049-06_A22D511A,93,5049,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/224.jpg,00093-5049-06_A22D511A,00093-5049-06
2240.jpg,00378-1809-01_5623AB5D,378,1809,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2240.jpg,00378-1809-01_5623AB5D,00378-1809-01
2242.jpg,00378-1803-01_2A23950C,378,1803,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2242.jpg,00378-1803-01_2A23950C,00378-1803-01
2243.jpg,00093-7156-56_DF27EF8F,93,7156,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2243.jpg,00093-7156-56_DF27EF8F,00093-7156-56
2244.jpg,00555-0071-01_BF2B5FAA,555,71,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2244.jpg,00555-0071-01_BF2B5FAA,00555-0071-01
2245.jpg,00378-0183-01_95204A82,378,183,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2245.jpg,00378-0183-01_95204A82,00378-0183-01
2246.jpg,00093-7220-06_692934D9,93,7220,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2246.jpg,00093-7220-06_692934D9,00093-7220-06
2247.jpg,65862-0064-01_252392CC,65862,64,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2247.jpg,65862-0064-01_252392CC,65862-0064-01
2249.jpg,60505-5307-01_4D26A6D5,60505,5307,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2249.jpg,60505-5307-01_4D26A6D5,60505-5307-01
225.jpg,00093-3171-01_E626F327,93,3171,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/225.jpg,00093-3171-01_E626F327,00093-3171-01
2251.jpg,00378-1800-01_6823B45D,378,1800,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2251.jpg,00378-1800-01_6823B45D,00378-1800-01
2252.jpg,00093-1062-01_A529D2EE,93,1062,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2252.jpg,00093-1062-01_A529D2EE,00093-1062-01
2253.jpg,00185-0048-01_94234A0A,185,48,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2253.jpg,00185-0048-01_94234A0A,00185-0048-01
2254.jpg,59762-4910-01_672133C9,59762,4910,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2254.jpg,59762-4910-01_672133C9,59762-4910-01
2255.jpg,00093-0463-01_5429AA3D,93,463,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2255.jpg,00093-0463-01_5429AA3D,00093-0463-01
2256.jpg,50458-0579-30_8F1DC7FE,50458,579,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2256.jpg,50458-0579-30_8F1DC7FE,50458-0579-30
2257.jpg,00603-6148-21_5126A8E5,603,6148,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2257.jpg,00603-6148-21_5126A8E5,00603-6148-21
2260.jpg,50111-0468-01_6121B0DD,50111,468,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2260.jpg,50111-0468-01_6121B0DD,50111-0468-01
2262.jpg,00093-7243-06_7B293DD9,93,7243,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2262.jpg,00093-7243-06_7B293DD9,00093-7243-06
2265.jpg,53489-0135-01_36211B38,53489,135,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2265.jpg,53489-0135-01_36211B38,53489-0135-01
2266.jpg,00093-7442-56_30271848,93,7442,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2266.jpg,00093-7442-56_30271848,00093-7442-56
2267.jpg,00093-7267-01_DF2FEFEF,93,7267,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2267.jpg,00093-7267-01_DF2FEFEF,00093-7267-01
2270.jpg,00172-5411-46_552DAA8D,172,5411,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2270.jpg,00172-5411-46_552DAA8D,00172-5411-46
2274.jpg,00093-2270-34_E12D70FB,93,2270,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2274.jpg,00093-2270-34_E12D70FB,00093-2270-34
2275.jpg,00093-4237-01_2B2D958C,93,4237,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2275.jpg,00093-4237-01_2B2D958C,00093-4237-01
2276.jpg,00093-0221-06_9F294FDA,93,221,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2276.jpg,00093-0221-06_9F294FDA,00093-0221-06
2277.jpg,00555-0588-01_77303BA1,555,588,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2277.jpg,00555-0588-01_77303BA1,00555-0588-01
2279.jpg,00093-0155-06_BA295D5A,93,155,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2279.jpg,00093-0155-06_BA295D5A,00093-0155-06
228.jpg,00172-5729-60_092804E0,172,5729,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/228.jpg,00172-5729-60_092804E0,00172-5729-60
2280.jpg,00143-1240-01_4F232789,143,1240,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2280.jpg,00143-1240-01_4F232789,00143-1240-01
2281.jpg,00143-1475-01_B7205BF2,143,1475,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2281.jpg,00143-1475-01_B7205BF2,00143-1475-01
2284.jpg,00093-3160-06_FB297DFB,93,3160,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2284.jpg,00093-3160-06_FB297DFB,00093-3160-06
2285.jpg,00093-0983-01_7A29BD5D,93,983,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2285.jpg,00093-0983-01_7A29BD5D,00093-0983-01
2286.jpg,00093-1016-01_BA29DD0E,93,1016,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2286.jpg,00093-1016-01_BA29DD0E,00093-1016-01
2287.jpg,00093-5247-65_8F26C7D6,93,5247,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2287.jpg,00093-5247-65_8F26C7D6,00093-5247-65
2288.jpg,00172-2907-60_AA26D556,172,2907,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2288.jpg,00172-2907-60_AA26D556,00172-2907-60
2290.jpg,00310-0282-60_0F1C87E4,310,282,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2290.jpg,00310-0282-60_0F1C87E4,00310-0282-60
2291.jpg,00093-0576-06_DB23EDBF,93,576,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2291.jpg,00093-0576-06_DB23EDBF,00093-0576-06
2292.jpg,23155-0062-01_D91D6CAB,23155,62,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2292.jpg,23155-0062-01_D91D6CAB,23155-0062-01
2293.jpg,00228-2550-06_412320F9,228,2550,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2293.jpg,00228-2550-06_412320F9,00228-2550-06
2294.jpg,00093-7671-01_FE26FF27,93,7671,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2294.jpg,00093-7671-01_FE26FF27,00093-7671-01
2296.jpg,00093-2204-01_8426C266,93,2204,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2296.jpg,00093-2204-01_8426C266,00093-2204-01
2297.jpg,00172-5412-79_862DC31E,172,5412,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2297.jpg,00172-5412-79_862DC31E,00172-5412-79
2298.jpg,00555-0859-02_512F2899,555,859,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2298.jpg,00555-0859-02_512F2899,00555-0859-02
23.jpg,00093-7370-01_F026F807,93,7370,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/23.jpg,00093-7370-01_F026F807,00093-7370-01
230.jpg,00093-0017-01_6629B33D,93,17,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/230.jpg,00093-0017-01_6629B33D,00093-0017-01
2300.jpg,00093-5768-56_7A1C3D41,93,5768,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2300.jpg,00093-5768-56_7A1C3D41,00093-5768-56
2301.jpg,00093-7336-06_FA26FD17,93,7336,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2301.jpg,00093-7336-06_FA26FD17,00093-7336-06
2302.jpg,00093-5127-01_432DA18D,93,5127,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2302.jpg,00093-5127-01_432DA18D,00093-5127-01
2304.jpg,00093-7671-01_FE26FF27,93,7671,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2304.jpg,00093-7671-01_FE26FF27,00093-7671-01
2305.jpg,00093-7335-06_C526E2A7,93,7335,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2305.jpg,00093-7335-06_C526E2A7,00093-7335-06
2306.jpg,00007-4882-13_E118F097,7,4882,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2306.jpg,00007-4882-13_E118F097,00007-4882-13
2307.jpg,00093-1118-01_D32969BB,93,1118,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2307.jpg,00093-1118-01_D32969BB,00093-1118-01
2309.jpg,67767-0133-60_26269354,67767,133,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2309.jpg,67767-0133-60_26269354,67767-0133-60
231.jpg,00093-5215-01_562BAB0D,93,5215,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/231.jpg,00093-5215-01_562BAB0D,00093-5215-01
2311.jpg,00603-2545-21_F223797B,603,2545,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2311.jpg,00603-2545-21_F223797B,00603-2545-21
2312.jpg,00093-5172-20_782D3C19,93,5172,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2312.jpg,00093-5172-20_782D3C19,00093-5172-20
2313.jpg,00186-1092-05_191D8CEC,186,1092,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2313.jpg,00186-1092-05_191D8CEC,00186-1092-05
2314.jpg,00555-1020-01_D02B687B,555,1020,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2314.jpg,00555-1020-01_D02B687B,00555-1020-01
2317.jpg,51285-0539-02_D13068D3,51285,539,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2317.jpg,51285-0539-02_D13068D3,51285-0539-02
2318.jpg,00378-0724-19_39241C90,378,724,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2318.jpg,00378-0724-19_39241C90,00378-0724-19
2319.jpg,00093-5502-01_742DBA1D,93,5502,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2319.jpg,00093-5502-01_742DBA1D,00093-5502-01
232.jpg,00093-0090-01_F32979AB,93,90,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/232.jpg,00093-0090-01_F32979AB,00093-0090-01
2320.jpg,49884-0401-91_421CA105,49884,401,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2320.jpg,49884-0401-91_421CA105,49884-0401-91
2322.jpg,59762-2003-01_EC1DF61F,59762,2003,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2322.jpg,59762-2003-01_EC1DF61F,59762-2003-01
2323.jpg,00093-0135-01_D32169FB,93,135,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2323.jpg,00093-0135-01_D32169FB,00093-0135-01
2324.jpg,63304-0553-05_D015681B,63304,553,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2324.jpg,63304-0553-05_D015681B,63304-0553-05
2325.jpg,59762-5011-01_1D230EC8,59762,5011,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2325.jpg,59762-5011-01_1D230EC8,59762-5011-01
2326.jpg,65862-0537-50_3A1B9D5C,65862,537,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2326.jpg,65862-0537-50_3A1B9D5C,65862-0537-50
2327.jpg,00378-3495-01_15238AEC,378,3495,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2327.jpg,00378-3495-01_15238AEC,00378-3495-01
2328.jpg,00093-7426-56_DC27EE6F,93,7426,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2328.jpg,00093-7426-56_DC27EE6F,00093-7426-56
2329.jpg,00093-0319-01_792B3CF9,93,319,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2329.jpg,00093-0319-01_792B3CF9,00093-0319-01
233.jpg,00093-7380-01_B12958DA,93,7380,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/233.jpg,00093-7380-01_B12958DA,00093-7380-01
2330.jpg,55111-0180-15_D31D69AB,55111,180,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2330.jpg,55111-0180-15_D31D69AB,55111-0180-15
2331.jpg,00093-5036-01_122D0978,93,5036,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2331.jpg,00093-5036-01_122D0978,00093-5036-01
2332.jpg,50111-0333-01_133009F0,50111,333,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2332.jpg,50111-0333-01_133009F0,50111-0333-01
2333.jpg,65862-0054-30_C12160FB,65862,54,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2333.jpg,65862-0054-30_C12160FB,65862-0054-30
2334.jpg,00093-0810-01_34271A58,93,810,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2334.jpg,00093-0810-01_34271A58,00093-0810-01
2335.jpg,00093-8036-01_C2266173,93,8036,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2335.jpg,00093-8036-01_C2266173,00093-8036-01
2337.jpg,00093-7247-06_7329B9CD,93,7247,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2337.jpg,00093-7247-06_7329B9CD,00093-7247-06
2339.jpg,00527-1311-01_2D2696B4,527,1311,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2339.jpg,00527-1311-01_2D2696B4,00527-1311-01
234.jpg,00781-5185-01_8323C1DE,781,5185,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/234.jpg,00781-5185-01_8323C1DE,00781-5185-01
2340.jpg,00093-7256-01_6C2F3619,93,7256,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2340.jpg,00093-7256-01_6C2F3619,00093-7256-01
2342.jpg,00093-4234-01_292D1488,93,4234,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2342.jpg,00093-4234-01_292D1488,00093-4234-01
2343.jpg,00597-0044-37_D116E8D7,597,44,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2343.jpg,00597-0044-37_D116E8D7,00597-0044-37
2345.jpg,50111-0397-01_F72FFBEF,50111,397,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2345.jpg,50111-0397-01_F72FFBEF,50111-0397-01
2346.jpg,00093-0199-01_CD266683,93,199,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2346.jpg,00093-0199-01_CD266683,00093-0199-01
2347.jpg,00006-0277-54_16160B30,6,277,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2347.jpg,00006-0277-54_16160B30,00006-0277-54
2348.jpg,00143-1227-01_C123608B,143,1227,FALSE,TRUE,FALSE,fcn_mix_weight/dc_224/2348.jpg,00143-1227-01_C123608B,00143-1227-01
2349.jpg,53489-0139-01_B0205832,53489,139,FALSE,FALSE,FALSE,fcn_mix_weight/dc_224/2349.jpg,53489-0139-01_B0205832,53489-0139-01
